date,external,priceofrisk,ratepressure
2004-01-31,0.8129101365987078,1.2439787116386523,0.6642041807598472
2004-02-29,0.7946787497987904,1.0251653603509268,0.23369779520017067
2004-03-31,1.3851362834198708,0.9261576120712047,1.3037034009794675
2004-04-30,1.7022676883426315,0.5242226980806852,1.041083080569602
2004-05-31,2.067762972246477,0.39681742972302203,-0.47336082338507424
2004-06-30,1.1390509138900549,0.11679851117181131,1.1979863142160148
2004-07-31,1.3172732922725858,0.1263451424228038,0.27936261441557786
2004-08-31,1.37829919742184,0.16107383979465978,0.5620460771116624
2004-09-30,1.627205495051216,-0.043225062126401925,1.659952769755765
2004-10-31,2.074229967324567,-0.06534956858031599,3.177925860881034
2004-11-30,2.141608006802936,-0.2537865859339038,0.40382538655307954
2004-12-31,1.7034862802992579,0.2715488695116846,0.7885513296907245
2005-01-31,1.8065607248485185,-0.2958988906954026,1.1408002241097046
2005-02-28,2.0142532719971205,0.08890011843205536,2.219526432620076
2005-03-31,2.5043900730160567,2.7126832625230155,2.80512430147746
2005-04-30,2.687834940785683,3.416083123673073,-0.02027333228734246
2005-05-31,2.0428388407919633,3.260454153505028,1.1370925088325856
2005-06-30,3.0827886369939024,2.7361870521326024,-0.17678424316060926
2005-07-31,2.4987043715975847,2.1255586330908525,0.5515624910453919
2005-08-31,2.81486549174287,1.7654673344717753,0.7889390290902385
2005-09-30,2.7503347150996014,1.5549058106642755,1.6057800510139297
2005-10-31,1.9852647323371124,1.3664687933106878,-1.0951417675716109
2005-11-30,1.9276179969027591,1.513861859975937,1.8620985269524741
2005-12-31,2.310029953271483,1.7244233837834382,-0.2758696864155291
2006-01-31,2.546461754342665,1.555974164737438,1.7085304256629303
2006-02-28,2.4764347523715515,1.5780986711913503,0.8239596061916831
2006-03-31,1.13308741355932,1.6580498644216983,0.798980308213561
2006-04-30,0.7723868964178089,1.4517617569068508,0.3438727738467769
2006-05-31,0.31878761967120645,1.4307056045261008,0.790170537965231
2006-06-30,-0.022414006211683712,1.4096494521453498,0.12852599032268386
2006-07-31,0.00045524462622276163,1.2158706644259476,1.966888867198803
2006-08-31,-0.5069942046704279,1.1990879283378502,-0.2587346867583166
2006-09-30,-0.8817417388929156,1.1359194711955996,-0.270475547898449
2006-10-31,-0.9517911552613387,1.3254248426223492,0.7108410859042787
2006-11-30,-1.1175115812045002,1.2201440807185995,0.8500853158430826
2006-12-31,-1.1854057659401585,1.2822441837876875,1.3420529392856348
2007-01-31,-1.7547179124603165,1.2601196773337735,1.0520259068052167
