date,external,macrodomestic,priceofrisk,ratepressure
2004-01-31,-2.207337650440855,1.533724905010767,-0.8235810902294416,-0.5555561751865815
2004-02-29,-2.1717286256756863,1.2990797878493519,-0.7107367590106032,-0.7764150705837591
2004-03-31,-2.003385671724591,2.167054719520978,-0.5776554024191295,-0.04959494980337015
2004-04-30,-1.8703782423743855,1.8323011115383516,-0.33221553449687474,-0.2793687758481128
2004-05-31,-1.645444211450657,2.3801721258690676,-0.35202501276118814,-1.1848479015249358
2004-06-30,-1.7746359233898248,1.9729576534231608,-0.1175598918855397,0.046658607510283334
2004-07-31,-1.5720280356714635,1.7853737853709957,-0.15441608850030358,-0.6033508726759551
2004-08-31,-1.3783049165516754,1.7911024803180464,-0.18487159027009234,-0.3554663360627094
2004-09-30,-1.2929769529192594,1.432644471413402,-0.04376608062180388,0.11523837449402358
2004-10-31,-0.9994204735167371,2.1186911855677666,0.10194131976835999,1.22340351526846
2004-11-30,-0.8748244617053965,2.2778115233393486,0.11652166619196165,-0.6757316370535867
2004-12-31,-0.9102392950418571,2.0774902990951123,-0.12740768286627227,-0.6008847025760768
2005-01-31,-0.7816394171607185,1.0376023517837223,0.0661245979521563,-0.44391256825631364
2005-02-28,-0.5965953467288265,2.613502834692272,-0.20697134003355622,1.1791925104307586
2005-03-31,0.015652217362871035,2.3767115743596303,-1.5715871947374347,1.9990938169090415
2005-04-30,0.4664821774053528,2.2064938971804553,-1.8989057365219888,-0.100869363877918
2005-05-31,0.5034700122643232,2.1140812362882535,-1.6661331880332342,0.4529218095857285
2005-06-30,1.0392985255073353,2.0802165323740414,-1.4673013848710563,-0.5261210673996731
2005-07-31,0.9053233467555184,2.0371165523333885,-1.1710770337147831,-0.11206637683123882
2005-08-31,1.5759838836474707,1.3178885664049675,-1.0776140679908996,-0.21823054556809632
2005-09-30,1.7324390139609052,1.5725313170580661,-0.9128033874961359,0.5577971530031407
2005-10-31,1.6449562397933093,1.9786590450662214,-1.0483271549643938,-1.1527629068374599
2005-11-30,1.8789606526005045,2.0753504539348766,-1.128871154603757,0.09323588048051976
2005-12-31,2.136602196323146,1.5112225453979624,-1.3233682051171092,-0.3285063850695841
2006-01-31,2.649129580727971,1.5106763050550764,-1.2177192787185827,0.16888866739895433
2006-02-28,3.099511739889154,1.4402096713397996,-1.2243601473445371,-0.14229968044682675
2006-03-31,2.332418500780941,1.347287820203024,-1.2906790594953552,0.048590644746039566
2006-04-30,1.9982475461976525,1.3975090503136283,-1.3499381417909289,-0.8144926568476978
2006-05-31,0.8623995033002754,1.1386733968728606,-1.3679929290447554,0.05108141399067338
2006-06-30,1.1887222268145348,1.020001816607186,-1.3970366330465542,-0.2869229066933834
