date,external,macrodomestic,priceofrisk,ratepressure
2004-01-31,0.8696993534780826,1.533724905010767,-1.1016317641706896,-0.27080680487721864
2004-02-29,0.8649198770844038,1.2990797878493519,-0.9531820979978901,-0.4924100499655967
2004-03-31,1.4363777584352204,2.167054719520978,-0.8419912176760584,0.13995364766732718
2004-04-30,1.7130180809359772,1.8323011115383516,-0.6057734301525276,0.013562172173249676
2004-05-31,2.0607024787843837,2.3801721258690676,-0.491997200484681,-0.8188505406961464
2004-06-30,1.143267293394572,1.9729576534231608,-0.28928176345439965,0.20987791648275975
2004-07-31,1.3144744355012417,1.7853737853709957,-0.3161689245247609,-0.30736253542322767
2004-08-31,1.3595673315540004,1.7911024803180464,-0.35971523345380446,-0.10685715095277157
2004-09-30,1.5756569800289628,1.432644471413402,-0.2370158429501749,0.35915675757871957
2004-10-31,2.0165525594725597,2.1186911855677666,-0.24633885493865523,1.4678358332189219
2004-11-30,2.1257436437606825,2.2778115233393486,-0.08222032453584067,-0.10523817793781182
2004-12-31,1.7117684463404832,2.0774902990951123,-0.42437133019334305,-0.058856634387645046
2005-01-31,1.7996351757703009,1.0376023517837223,-0.08608139795709746,-0.009116413902534926
2005-02-28,2.000470169713686,2.613502834692272,-0.2509370796733653,1.1799697309793094
2005-03-31,2.4813515566070077,2.3767115743596303,-1.9989938840545727,1.5524032562576455
2005-04-30,2.6737995289006653,2.2064938971804553,-2.5007332971862275,0.005615855289213448
2005-05-31,2.0686107439542867,2.1140812362882535,-2.453583020365109,0.6481857249694107
2005-06-30,3.0872483087476876,2.0802165323740414,-2.1453884997408994,-0.10534791358781156
2005-07-31,2.494460429240858,2.0371165523333885,-1.7726506337546017,0.26274783991341766
2005-08-31,2.8185830478431178,1.3178885664049675,-1.5699846854551018,0.13375592730411756
2005-09-30,2.7641646368607833,1.5725313170580661,-1.4630669105589371,0.8655483972865207
2005-10-31,2.0375609045344567,1.9786590450662214,-1.381646300778414,-0.6774678352673493
2005-11-30,1.9596590183734977,2.0753504539348766,-1.5182945575655469,0.2677842892990371
2005-12-31,2.3173334918509223,1.5112225453979624,-1.7079102530840036,-0.1019313024757336
2006-01-31,2.5602165053269275,1.5106763050550764,-1.6188940154566596,0.3364195167097168
2006-02-28,2.5111075086285157,1.4402096713397996,-1.6313336141582548,0.10106913027917223
2006-03-31,1.160920236433273,1.347287820203024,-1.7054116340833383,0.2652483437736971
2006-04-30,0.7540276511282167,1.3975090503136283,-1.621154223731947,-0.5584917185988652
2006-05-31,0.26589401310386657,1.1386733968728606,-1.6470236322016596,0.09792233407444742
2006-06-30,-0.04810376424114149,1.020001816607186,-1.6424253857052635,-0.19529082107518655
