date,external,macrodomestic,priceofrisk,ratepressure
2004-01-31,0.7453776337546784,2.0359553990238837,1.7723934893691795,0.6210174406029785
2004-02-29,0.7258476751394529,1.7596812205338335,1.4621863399282558,0.3038859880618542
2004-03-31,1.3013904292858884,2.768762920558813,1.4936649966104596,1.0875032572424719
2004-04-30,1.6146523160640485,2.3887713080688906,0.8629628303410068,1.079689343116135
2004-05-31,1.9717425315374484,2.9312784252548525,0.6864636237140644,0.0115105693910581
2004-06-30,1.0690336405799488,2.5148573193590966,0.3251512696150275,1.1905651014979641
2004-07-31,1.2429292500629023,2.3204164942289105,0.3473187176577051,0.6659243834896563
2004-08-31,1.3043237109765324,2.284443494099441,0.4212760507086899,0.8887399046402423
2004-09-30,1.5503346692260418,1.9502397630344404,0.1750392601510039,1.5725434513919394
2004-10-31,1.9849386629845251,2.693739524997565,0.20882321202256365,3.2831354040869023
2004-11-30,2.0446011333655716,2.8889403887506466,-0.10050901654604827,1.5654183271736568
2004-12-31,1.616172250427243,2.6091678378073606,0.5392105192712109,1.5491452694099366
2005-01-31,1.7182689440381604,1.504923572464094,-0.10037370415214027,1.4396035954316433
2005-02-28,1.9207390934344324,3.205468547993351,0.96866539421214,2.715819607326743
2005-03-31,2.3976042236305632,2.967213070024809,3.8496616787936473,2.979261903824779
2005-04-30,2.5743772092203785,2.7542043291387843,4.568655267613698,1.500219605660668
2005-05-31,1.9430684017715365,2.655716660761418,4.20603469489402,2.415819476630908
2005-06-30,2.9550879351283412,2.569999665174726,3.598202262585467,1.5917287441497292
2005-07-31,2.3895173402304795,2.542186205850489,2.919960627080652,2.012458786233374
2005-08-31,2.695212709841188,1.7510681988627104,2.5914701681948595,1.7581680610652617
2005-09-30,2.631213197223151,2.0597749672303753,2.3918837221311198,2.7319923682468477
2005-10-31,1.883575196763618,2.566677697783743,2.2137582919291354,0.795098903190783
2005-11-30,1.8304077549431605,2.6430469319903818,2.4515286219003896,1.6415626149636788
2005-12-31,2.204859990256592,1.978647612256347,2.782321866330758,1.2254447067167222
2006-01-31,2.43339727154345,1.946265841904141,2.6171282127064344,1.7233845713567957
2006-02-28,2.3625870735599297,1.9140462139423366,2.617872365668196,1.486231792211559
2006-03-31,1.0600178945672076,1.8227272430338926,2.8353343751787876,1.6962871233763632
2006-04-30,0.7163314774151315,1.8510498301690328,2.5837501980165936,0.5866748369832326
2006-05-31,0.2809076456838683,1.5932631769469734,2.6217987695302023,1.2210843748066553
2006-06-30,-0.053893764974819514,1.423287323889825,2.611507994277157,0.8720563710178839
2006-07-31,-0.03111454500629779,3.295636707517988,2.557077506164892,1.336184159144088
2006-08-31,-0.5255515957783912,4.569450688578309,2.501694620780058,0.4943706358945723
2006-09-30,-0.8925449907995202,2.3372063325823538,2.450105432120933,0.4559688249464203
2006-10-31,-0.9599517428732436,2.389022625966573,2.70155169163161,0.7195423274131227
2006-11-30,-1.117920751614589,2.1608135740573715,2.622475331499734,1.0728034694253676
2006-12-31,-1.1828733751992884,2.070827032270408,2.7388561101834576,1.8234800760107495
2007-01-31,-1.7399154603205904,1.7595679180011063,2.758828820121688,0.9145534323909084
2007-02-28,-1.580518482401089,2.113237599755217,2.6812407659133375,1.9132414198671843
2007-03-31,-1.3087348618592816,1.3849882973286136,2.8293733357118587,2.070002503167932
2007-04-30,-1.3832989354881349,1.919939579966069,2.7458970435440277,1.6722794829522405
2007-05-31,-1.0949218660870899,2.2943561362144447,2.801886164239108,1.7708133678029345
2007-06-30,-1.1500204412592916,2.2145404145439955,2.907096702314118,1.8943381644256525
2007-07-31,-1.0334785857917366,1.7395429637894466,2.7674933717996906,1.5742239120433845
2007-08-31,-1.0394997883617891,1.2483923228979508,2.736350421252748,1.8479699645233016
2007-09-30,-0.5327451370484978,1.6560739159908149,2.788210234699684,1.8095064152838543
2007-10-31,-0.09324316738378469,1.586206550986216,2.5882178514542247,2.8834144456161197
2007-11-30,0.7621868607123966,1.4682148707439553,2.4090776435026657,2.071978278559484
2007-12-31,1.0729961481134342,1.565953703533773,2.5141528691837705,2.298836487556271
2008-01-31,1.6171290299082506,1.4238109739365554,2.229666810763293,2.31639683202631
2008-02-29,1.1886284505090263,1.1136316972377869,1.7572406803193474,1.013900507834335
2008-03-31,1.0075270160814056,1.2081211687441635,1.4122302567739309,1.6991460676065377
2008-04-30,1.2229889503812335,0.9035054600401644,1.4317970295304425,1.2102774383973174
2008-05-31,1.6593436491001077,1.6463540443066915,1.3739110604725087,1.036219348329495
2008-06-30,1.8894284680866824,1.198877953388292,1.2842733002997764,0.7361789745650967
2008-07-31,1.4312765331482649,0.8128892401726987,1.201541161093709,-0.27712041323936193
2008-08-31,0.8562095581562823,0.7566744351477128,1.2360692659270318,-0.17579664284204766
2008-09-30,0.07952531044743638,0.8395617652343816,1.1699246823728149,0.22056292199107697
2008-10-31,-1.0722865017170207,1.5147607710742992,1.3496737308922306,-0.36088361370735633
2008-11-30,-2.04877030154038,0.36844634432421225,1.3123315915595426,-0.09886612082211807
2008-12-31,-2.529108720545826,-1.7754714338176534,1.2464497822236886,-0.29091679996819375
2009-01-31,-2.43089760584263,0.7004983727777128,1.1339804070915527,-0.4249440778692139
2009-02-28,-2.418545918517893,0.8071778183049854,0.8756285266142101,-0.5940247965219537
2009-03-31,-2.4740705028681713,0.4874086214052544,0.8541021267971789,-0.5287635611910264
2009-04-30,-2.319998128680081,0.2135766680212602,0.8359608812665282,-0.6519608281974594
2009-05-31,-2.202613812315792,-0.3748528640733811,0.8265944418909594,-0.963836249249687
